#Version: 0.1
#Glossary type: Fossil
#Source: treatise_gloss (merged from: treatise_o, treati)
#Finalized by: Dr. Hong Cui
#Date: 9/12/2013
#Reviewers: treatise  ,Dr. Hong Cui,Mohan Krishna Gowda,Fengqiong Huang,Sonali Ranade
#Source producer: OTO System

term,category,hasSyn,sourceDataset,termID
natant,growth form,0,treatise_gloss,38fbfdba-1bb8-11e3-a402-0026b9326338
adult,ontogeny,0,treatise_gloss,38fbfe8c-1bb8-11e3-a402-0026b9326338
specimens,structure,0,treatise_gloss,38fbff5e-1bb8-11e3-a402-0026b9326338
specimen,structure,0,treatise_gloss,38fc0026-1bb8-11e3-a402-0026b9326338
adults,ontogeny,0,treatise_gloss,38fc00ee-1bb8-11e3-a402-0026b9326338
molds,structure,0,treatise_gloss,38fc01c0-1bb8-11e3-a402-0026b9326338
mold,structure,0,treatise_gloss,38fc0292-1bb8-11e3-a402-0026b9326338
lense,structure,0,treatise_gloss,38fc035a-1bb8-11e3-a402-0026b9326338
cranidial,structure,0,treatise_gloss,38fc0422-1bb8-11e3-a402-0026b9326338
base,structure,0,treatise_gloss,38fc04f4-1bb8-11e3-a402-0026b9326338
