#Version: 0.1
#Glossary type: Porifera
#Source: http://purl.obolibrary.org/obo/poro.owl
#Finalized by: Elvis Wu
#Date: 7/07/2014
#Reviewers: Elvis Wu
#Source producer: Extracted from Porifera Ontology

"term","category","hasSyn","sourceDataset","termID"
"organism_subdivision","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000938"
"choanosome","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000203"
"cortex","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000235"
"skeleton","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000532"
"dictyonal_skeleton","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000263"
"calcareous_skeleton","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000920"
"secondary_calcareous_skeleton","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000524"
"filling_(tissue)_structure","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000309"
"primary_calcareous_skeleton","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000475"
"paratangential_skeleton","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000443"
"rigid_skeleton","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000901"
"rigid_aspicular_skeleton","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000508"
"rigid_spicular_skeleton","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000509"
"plumose_skeleton","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000464"
"atrial_skeleton","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000155"
"alveolate_skeleton","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000110"
"calcium_carbonate_exoskeleton","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000033"
"choanoskeleton","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000201"
"inarticulate_skeleton","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000352"
"articulate_skeleton","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000148"
"choanosomal_skeleton","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000202"
"ectosomal_skeleton","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000280"
"tangential_skeleton","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000581"
"parchment","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000444"
"cortical_skeleton","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000236"
"hymedesmioid_skeleton","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000349"
"plumoreticulate_skeleton","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000463"
"mineral_skeleton","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0002042"
"dendritic_skeleton","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000249"
"extra-axial_skeleton","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000302"
"basidictyonal_plate","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000167"
"reticulate_skeleton","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000499"
"accretive_reticulation","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000104"
"isotropic_reticulation","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000365"
"anisotropic_skeleton","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000127"
"isodictyal_reticulation","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000364"
"lax_(=_loose,_vague)_skeleton","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000370"
"clathrate_skeleton","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000210"
"clathriid_skeleton","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000211"
"lithistid_skeleton","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000377"
"sublithistid_skeleton","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000572"
"radiate_skeleton","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000493"
"axial_skeleton","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000160"
"axinellid_skeleton","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000161"
